Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso
1995.09,20-0-O Kotokaze--61-,8-0-Y Kashiwado--30-,14-2-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,28-2-S Sakahoko--27-,47-11-O Takanohana--14-Futagoyama,,9-1-K Wakafutase--4-,21-2-O Masuiyama II--47-,27-2-Y Wakanohana II--43-,20-0-O Kaiketsu--18-,13-1-S Kongo--60-,24-0-S Fujizakura--55-,13-0-S Daijuyama--17-,25-5-O Asahikuni--67-,,2-0-S Koboyama--86-,5-0-K Kurosegawa--36-,2-0-K Futagodake--2-
1995.11,20-0-O Kotokaze--61-,8-0-Y Kashiwado--30-,13-2-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,28-2-S Sakahoko--27-,45-10-O Takanohana--14-Futagoyama,,9-1-K Wakafutase--4-,21-2-O Masuiyama II--47-,26-3-Y Wakanohana II--43-,20-0-O Kaiketsu--18-,13-1-S Kongo--60-,21-1-S Fujizakura--55-,10-0-S Daijuyama--17-,24-4-O Asahikuni--67-,,2-0-S Koboyama--86-,5-0-K Kurosegawa--36-,2-0-K Futagodake--2-
1996.01,20-0-O Kotokaze--61-,7-0-Y Kashiwado--30-,13-2-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,27-2-S Sakahoko--27-,42-10-O Takanohana--14-Futagoyama,,9-1-K Wakafutase--4-,22-2-O Masuiyama II--47-,27-3-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,13-1-S Kongo--60-,21-0-S Fujizakura--55-,9-0-S Daijuyama--17-,24-4-O Asahikuni--67-,,2-0-S Koboyama--86-,5-0-K Kurosegawa--36-,2-0-K Futagodake--2-
1996.03,21-0-O Kotokaze--61-,9-0-Y Kashiwado--30-,13-2-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,28-2-S Sakahoko--27-,45-9-O Takanohana--14-Futagoyama,,8-1-K Wakafutase--4-,21-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,15-1-S Kongo--60-,26-1-S Fujizakura--55-,9-0-S Daijuyama--17-,26-5-O Asahikuni--67-,,2-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1996.05,21-0-O Kotokaze--61-,9-0-Y Kashiwado--30-,14-1-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,27-1-S Sakahoko--27-,45-9-O Takanohana--14-Futagoyama,,8-1-K Wakafutase--4-,20-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,18-0-O Kaiketsu--18-,14-1-S Kongo--60-,26-1-S Fujizakura--55-,9-0-S Daijuyama--17-,26-5-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1996.07,20-0-O Kotokaze--61-,8-0-Y Kashiwado--30-,13-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,27-1-S Sakahoko--27-,44-9-O Takanohana--14-Futagoyama,,8-1-K Wakafutase--4-,20-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,14-1-S Kongo--60-,26-1-S Fujizakura--55-,8-0-S Daijuyama--17-,25-5-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1996.09,20-0-O Kotokaze--61-,8-0-Y Kashiwado--30-,13-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,25-1-S Sakahoko--27-,42-9-O Takanohana--14-Futagoyama,,8-1-K Wakafutase--4-,20-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,14-1-S Kongo--60-,26-1-S Fujizakura--55-,6-0-S Daijuyama--17-,25-5-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1996.11,19-0-O Kotokaze--61-,7-0-Y Kashiwado--30-,13-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,24-1-S Sakahoko--27-,43-9-O Takanohana--14-Futagoyama,,7-1-K Wakafutase--4-,20-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,18-0-O Kaiketsu--18-,14-1-S Kongo--60-,26-1-S Fujizakura--55-,6-0-S Daijuyama--17-,21-4-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1997.01,19-0-O Kotokaze--61-,7-0-S Tagaryu-HT-30-,11-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,23-2-S Sakahoko--27-,42-9-O Takanohana--14-Futagoyama,,7-1-K Wakafutase--4-,20-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,14-1-S Kongo--60-,26-1-S Fujizakura--55-,6-0-S Daijuyama--17-,20-3-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1997.03,19-0-O Kotokaze--61-,8-0-S Tagaryu--30-,11-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,25-2-S Sakahoko--27-,46-8-O Takanohana--14-Futagoyama,,7-1-K Wakafutase--4-,21-2-O Masuiyama II--47-,31-3-Y Wakanohana II--43-,21-0-O Kaiketsu--18-,14-1-S Kongo--60-,29-1-S Fujizakura--55-,7-0-S Daijuyama--17-,21-3-O Asahikuni--67-,,5-0-S Koboyama--86-,9-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1997.05,20-0-O Kotokaze--61-,8-0-S Tagaryu--30-,12-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,25-2-S Sakahoko--27-,44-8-O Takanohana--14-Futagoyama,,7-1-O Daiju-HT-4-,20-2-O Masuiyama II--47-,31-3-Y Wakanohana II--43-,21-0-O Kaiketsu--18-,15-1-S Kongo--60-,28-0-S Fujizakura--55-,8-0-S Daijuyama--17-,20-3-O Asahikuni--67-,,4-0-S Koboyama--86-,10-0-K Kurosegawa--36-,3-0-K Futagodake--2-
1997.07,19-0-O Kotokaze--61-,8-0-S Tagaryu--30-,11-1-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,24-2-S Sakahoko--27-,44-8-O Takanohana--14-Futagoyama,,7-1-O Daiju--4-,20-2-O Masuiyama II--47-,30-3-Y Wakanohana II--43-,21-0-O Kaiketsu--18-,15-1-S Kongo--60-,24-1-S Fujizakura--55-,8-0-S Daijuyama--17-,20-4-O Asahikuni--67-,,3-0-S Koboyama--86-,10-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1997.09,18-0-O Kotokaze--61-,7-0-S Tagaryu--30-,11-1-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,23-2-S Sakahoko--27-,43-7-O Takanohana--14-Futagoyama,1-0-M1 Kasugafuji-HB-32-,7-1-O Daiju--4-,20-2-O Masuiyama II--47-,29-3-Y Wakanohana II--43-,21-0-O Kaiketsu--18-,15-1-S Kongo--60-,23-1-S Fujizakura--55-,8-0-S Daijuyama--17-,20-4-O Asahikuni--67-,,3-0-S Koboyama--86-,11-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1997.11,18-0-O Kotokaze--61-,6-0-S Tagaryu--30-,11-1-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,23-2-S Sakahoko--27-,42-7-O Takanohana--14-Futagoyama,2-0-M1 Kasugafuji--32-,7-1-O Daiju--4-,20-2-O Masuiyama II--47-,28-3-Y Wakanohana II--43-,17-0-O Kaiketsu--18-,15-1-S Kongo--60-,23-1-S Fujizakura--55-,8-0-S Daijuyama--17-,19-4-O Asahikuni--67-,,3-0-S Koboyama--86-,10-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1998.01,17-0-O Kotokaze--61-,6-0-S Tagaryu--30-,11-1-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,23-2-S Sakahoko--27-,40-7-O Takanohana--14-Futagoyama,2-0-M1 Kasugafuji--32-,7-1-O Daiju--4-,20-2-O Masuiyama II--47-,27-3-Y Wakanohana II--43-,20-0-O Kaiketsu--18-,15-1-S Kongo--60-,23-0-S Fujizakura--55-,8-0-S Daijuyama--17-,19-4-O Asahikuni--67-,,4-0-S Koboyama--86-,10-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1998.03,18-0-O Kotokaze--61-,7-0-S Tagaryu--30-,10-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,21-2-S Sakahoko--27-,43-7-O Takanohana--14-Futagoyama,4-0-M1 Kasugafuji--32-,9-1-O Daiju--4-,20-3-O Masuiyama II--47-,25-3-Y Wakanohana II--43-,21-0-O Kaiketsu--18-,15-1-S Kongo--60-,22-0-S Fujizakura--55-,9-0-S Daijuyama--17-,15-3-O Asahikuni--67-,,4-0-S Koboyama--86-,10-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1998.05,17-0-O Kotokaze--61-,5-0-S Tagaryu--30-,10-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,22-2-S Sakahoko--27-,43-7-O Takanohana--14-Futagoyama,4-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,20-3-O Masuiyama II--47-,25-3-Y Wakanohana II--43-,21-0-O Kaiketsu--18-,15-1-S Kongo--60-,22-0-S Fujizakura--55-,9-0-S Daijuyama--17-,15-3-O Asahikuni--67-,,4-0-S Koboyama--86-,8-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1998.07,16-0-O Kotokaze--61-,4-0-S Tagaryu--30-,10-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,21-2-S Sakahoko--27-,43-7-O Takanohana--14-Futagoyama,4-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-2-O Masuiyama II--47-,25-2-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,15-1-S Kongo--60-,22-0-S Fujizakura--55-,9-0-S Daijuyama--17-,15-3-O Asahikuni--67-,,4-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1998.09,16-0-O Kotokaze--61-,4-0-S Tagaryu--30-,10-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,20-2-S Sakahoko--27-,41-7-O Takanohana--14-Futagoyama,5-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,20-2-O Masuiyama II--47-,25-2-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,15-1-S Kongo--60-,20-0-S Fujizakura--55-,9-0-S Daijuyama--17-,15-3-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
1998.11,14-0-O Kotokaze--61-,4-0-S Tagaryu--30-,10-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,20-2-S Sakahoko--27-,39-6-O Takanohana--14-Futagoyama,6-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-2-O Masuiyama II--47-,23-2-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,13-1-S Kongo--60-,19-0-S Fujizakura--55-,9-0-S Daijuyama--17-,15-3-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,5-0-K Futagodake--2-
1999.01,14-0-O Kotokaze--61-,4-0-S Tagaryu--30-,11-1-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,20-2-S Sakahoko--27-,39-6-O Takanohana--14-Futagoyama,5-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-2-O Masuiyama II--47-,22-2-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,12-1-S Kongo--60-,19-0-S Fujizakura--55-,9-0-S Daijuyama--17-,15-3-O Asahikuni--67-,,3-0-S Koboyama--86-,7-0-K Kurosegawa--36-,6-0-K Futagodake--2-
1999.03,14-0-O Kotokaze--61-,6-0-S Tagaryu--30-,14-1-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,20-2-S Sakahoko--27-,38-6-O Takanohana--14-Futagoyama,4-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-2-O Masuiyama II--47-,28-2-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,14-1-S Kongo--60-,18-0-S Fujizakura--55-,10-0-S Daijuyama--17-,15-2-O Asahikuni--67-,,6-0-S Koboyama--86-,5-0-K Kurosegawa--36-,6-0-K Futagodake--2-
1999.05,14-0-O Kotokaze--61-,6-0-S Tagaryu--30-,14-1-S Takamiyama--6-,11-0-M2 Misugiiso--50-,,20-2-S Sakahoko--27-,37-5-O Takanohana--14-Futagoyama,4-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-3-O Masuiyama II--47-,28-2-Y Wakanohana II--43-,19-0-O Kaiketsu--18-,14-1-S Kongo--60-,18-0-S Fujizakura--55-,11-0-S Daijuyama--17-,15-2-O Asahikuni--67-,,7-0-S Koboyama--86-,5-0-K Kurosegawa--36-,6-0-K Futagodake--2-
1999.07,14-0-O Kotokaze--61-,6-0-S Tagaryu--30-,14-1-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,19-2-S Sakahoko--27-,35-5-O Takanohana--14-Futagoyama,4-0-M1 Kasugafuji--32-,8-0-O Daiju--4-,19-2-O Masuiyama II--47-,27-2-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,12-1-S Kongo--60-,18-0-S Fujizakura--55-,11-0-S Daijuyama--17-,15-2-O Asahikuni--67-,,7-0-S Koboyama--86-,5-0-K Kurosegawa--36-,5-0-K Futagodake--2-
1999.09,14-0-O Kotokaze--61-,6-0-S Tagaryu--30-,13-1-S Takamiyama--6-,10-0-M2 Misugiiso--50-,,19-2-S Sakahoko--27-,34-5-O Takanohana--14-Futagoyama,5-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-2-O Masuiyama II--47-,28-2-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,12-1-S Kongo--60-,18-0-S Fujizakura--55-,11-0-S Daijuyama--17-,15-2-O Asahikuni--67-,,7-0-S Koboyama--86-,5-0-K Kurosegawa--36-,5-0-K Futagodake--2-
1999.11,14-0-O Kotokaze--61-,5-0-S Tagaryu--30-,12-1-S Takamiyama--6-,9-0-M2 Misugiiso--50-,,18-2-S Sakahoko--27-,33-5-O Takanohana--14-Futagoyama,5-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,19-2-O Masuiyama II--47-,27-2-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,12-1-S Kongo--60-,18-0-S Fujizakura--55-,11-0-S Daijuyama--17-,14-2-O Asahikuni--67-,,7-0-S Koboyama--86-,5-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2000.01,14-0-O Kotokaze--61-,5-0-S Tagaryu--30-,11-2-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,17-2-S Sakahoko--27-,32-5-O Takanohana--14-Futagoyama,5-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,17-2-O Masuiyama II--47-,27-2-Y Wakanohana II--43-,15-0-O Kaiketsu--18-,12-1-S Kongo--60-,17-0-S Fujizakura--55-,11-0-S Daijuyama--17-,13-2-O Asahikuni--67-,,8-0-S Koboyama--86-,5-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2000.03,15-0-O Kotokaze--61-,4-0-S Tagaryu--30-,12-2-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,18-2-S Sakahoko--27-,29-5-O Takanohana--14-Futagoyama,8-0-M1 Kasugafuji--32-,10-0-O Daiju--4-,17-2-O Masuiyama II--47-,30-2-Y Wakanohana II--43-,15-0-O Kaiketsu--18-,13-1-S Kongo--60-,18-0-S Fujizakura--55-,12-0-S Daijuyama--17-,14-2-O Asahikuni--67-,2-0-M1 Kushimaumi-HB-82-,8-0-S Koboyama--86-,8-0-K Kurosegawa--36-,6-0-K Futagodake--2-
2000.05,15-0-O Kotokaze--61-,4-0-S Tagaryu--30-,12-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,18-2-S Sakahoko--27-,28-4-O Takanohana--14-Futagoyama,8-0-M1 Kasugafuji--32-,10-0-O Daiju--4-,16-2-O Masuiyama II--47-,31-1-Y Wakanohana II--43-,14-0-O Kaiketsu--18-,13-1-S Kongo--60-,17-0-S Fujizakura--55-,12-0-S Daijuyama--17-,14-2-O Asahikuni--67-,2-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,8-0-K Kurosegawa--36-,6-0-K Futagodake--2-
2000.07,16-1-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,17-1-S Sakahoko--27-,28-4-O Takanohana--14-Futagoyama,8-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,15-2-O Masuiyama II--47-,29-2-Y Wakanohana II--43-,14-0-O Kaiketsu--18-,13-1-S Kongo--60-,17-0-S Fujizakura--55-,11-0-S Daijuyama--17-,14-2-O Asahikuni--67-,2-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,8-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2000.09,15-1-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,17-1-S Sakahoko--27-,28-4-O Takanohana--14-Futagoyama,8-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,15-2-O Masuiyama II--47-,27-2-Y Wakanohana II--43-,14-0-O Kaiketsu--18-,13-1-S Kongo--60-,17-0-S Fujizakura--55-,11-0-S Daijuyama--17-,14-2-O Asahikuni--67-,2-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,8-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2000.11,15-1-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,16-1-S Sakahoko--27-,28-4-O Takanohana--14-Futagoyama,8-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,15-3-O Masuiyama II--47-,26-0-Y Wakanohana II--43-,13-0-O Kaiketsu--18-,12-1-S Kongo--60-,17-0-S Fujizakura--55-,12-0-S Daijuyama--17-,14-2-O Asahikuni--67-,2-0-M1 Kushimaumi--82-,6-0-S Koboyama--86-,8-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2001.01,15-1-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,16-1-S Sakahoko--27-,27-4-O Takanohana--14-Futagoyama,7-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,15-2-O Masuiyama II--47-,27-0-Y Wakanohana II--43-,13-1-O Kaiketsu--18-,12-1-S Kongo--60-,17-0-S Fujizakura--55-,12-0-S Daijuyama--17-,14-2-O Asahikuni--67-,3-0-M1 Kushimaumi--82-,6-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2001.03,13-0-O Kotokaze--61-,4-0-S Tagaryu--30-,12-0-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,15-1-S Sakahoko--27-,27-4-O Takanohana--14-Futagoyama,7-0-M1 Kasugafuji--32-,10-0-O Daiju--4-,16-3-O Masuiyama II--47-,29-0-Y Wakanohana II--43-,14-1-O Kaiketsu--18-,12-1-S Kongo--60-,19-0-S Fujizakura--55-,13-0-S Daijuyama--17-,16-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2001.05,13-0-O Kotokaze--61-,4-0-S Tagaryu--30-,12-0-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,14-1-S Sakahoko--27-,27-4-O Takanohana--14-Futagoyama,7-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,16-3-O Masuiyama II--47-,29-0-Y Wakanohana II--43-,14-0-O Kaiketsu--18-,12-1-S Kongo--60-,20-1-S Fujizakura--55-,13-0-S Daijuyama--17-,15-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2001.07,13-0-O Kotokaze--61-,3-0-S Tagaryu--30-,12-0-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,14-1-S Sakahoko--27-,26-4-O Takanohana--14-Futagoyama,7-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,16-3-O Masuiyama II--47-,27-0-Y Wakanohana II--43-,14-0-O Kaiketsu--18-,12-1-S Kongo--60-,20-0-S Fujizakura--55-,13-0-S Daijuyama--17-,15-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,8-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2001.09,13-0-O Kotokaze--61-,4-0-S Tagaryu--30-,12-0-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,14-1-S Sakahoko--27-,26-4-O Takanohana--14-Futagoyama,9-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,16-3-O Masuiyama II--47-,27-0-Y Wakanohana II--43-,14-0-O Kaiketsu--18-,12-1-S Kongo--60-,19-0-S Fujizakura--55-,12-0-S Daijuyama--17-,15-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2001.11,11-0-O Kotokaze--61-,4-0-S Tagaryu--30-,12-1-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,15-1-S Sakahoko--27-,25-4-O Takanohana--14-Futagoyama,9-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,16-3-O Masuiyama II--47-,26-2-Y Wakanohana II--43-,15-0-O Kaiketsu--18-,12-1-S Kongo--60-,17-0-S Fujizakura--55-,12-0-S Daijuyama--17-,15-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2002.01,11-0-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,15-1-S Sakahoko--27-,25-4-O Takanohana--14-Futagoyama,9-0-M1 Kasugafuji--32-,9-0-O Daiju--4-,15-2-O Masuiyama II--47-,26-2-Y Wakanohana II--43-,15-0-O Kaiketsu--18-,12-1-S Kongo--60-,17-1-S Fujizakura--55-,12-0-S Daijuyama--17-,15-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2002.03,12-0-O Kotokaze--61-,4-0-S Tagaryu--30-,10-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,16-1-S Sakahoko--27-,24-4-O Takanohana--14-Futagoyama,11-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,17-1-O Masuiyama II--47-,25-1-Y Wakanohana II--43-,13-0-O Kaiketsu--18-,14-1-S Kongo--60-,16-1-S Fujizakura--55-,13-0-S Daijuyama--17-,15-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2002.05,13-0-O Kotokaze--61-,4-0-S Tagaryu--30-,10-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,15-1-S Sakahoko--27-,24-4-O Takanohana--14-Futagoyama,11-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,17-1-O Masuiyama II--47-,25-1-Y Wakanohana II--43-,13-1-O Kaiketsu--18-,15-1-S Kongo--60-,15-1-S Fujizakura--55-,13-0-S Daijuyama--17-,14-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,9-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2002.07,13-0-O Kotokaze--61-,3-0-S Tagaryu--30-,10-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,15-1-S Sakahoko--27-,24-4-O Takanohana--14-Futagoyama,10-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,17-1-O Masuiyama II--47-,24-1-Y Wakanohana II--43-,12-1-O Kaiketsu--18-,15-1-S Kongo--60-,14-0-S Fujizakura--55-,13-0-S Daijuyama--17-,12-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,9-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2002.09,12-2-O Kotokaze--61-,4-0-S Tagaryu--30-,10-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,14-1-S Sakahoko--27-,24-4-O Takanohana--14-Futagoyama,10-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,16-1-O Masuiyama II--47-,23-1-Y Wakanohana II--43-,12-1-O Kaiketsu--18-,15-1-S Kongo--60-,16-0-S Fujizakura--55-,13-0-S Daijuyama--17-,12-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,9-0-S Koboyama--86-,7-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2002.11,13-1-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,13-0-S Sakahoko--27-,22-4-O Takanohana--14-Futagoyama,10-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,16-1-O Masuiyama II--47-,22-2-Y Wakanohana II--43-,12-1-O Kaiketsu--18-,14-1-S Kongo--60-,16-0-S Fujizakura--55-,11-0-S Daijuyama--17-,12-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,9-0-S Koboyama--86-,7-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2003.01,13-2-O Kotokaze--61-,4-0-S Tagaryu--30-,11-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,12-0-S Sakahoko--27-,21-4-O Takanohana--14-Futagoyama,10-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,16-0-O Masuiyama II--47-,21-2-Y Wakanohana II--43-,11-1-O Kaiketsu--18-,11-1-S Kongo--60-,16-0-S Fujizakura--55-,11-0-S Daijuyama--17-,12-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,9-0-S Koboyama--86-,7-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2003.03,15-2-O Kotokaze--61-,5-0-S Tagaryu--30-,12-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,12-0-S Sakahoko--27-,22-3-O Takanohana--14-Futagoyama,11-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,20-0-O Masuiyama II--47-,20-3-Y Wakanohana II--43-,15-1-O Kaiketsu--18-,12-0-S Kongo--60-,16-0-S Fujizakura--55-,12-0-S Daijuyama--17-,12-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,8-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2003.05,15-1-O Kotokaze--61-,4-0-S Tagaryu--30-,12-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,12-0-S Sakahoko--27-,22-3-O Takanohana--14-Futagoyama,12-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,20-0-O Masuiyama II--47-,18-1-Y Wakanohana II--43-,17-1-O Kaiketsu--18-,11-0-S Kongo--60-,16-1-S Fujizakura--55-,12-0-S Daijuyama--17-,12-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,8-0-K Kurosegawa--36-,5-0-K Futagodake--2-
