Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso
2003.07,15-1-O Kotokaze--61-,5-0-S Tagaryu--30-,12-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,20-1-O Takanohana--14-Futagoyama,12-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,20-1-O Masuiyama II--47-,16-1-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,10-0-S Kongo--60-,14-0-S Fujizakura--55-,10-0-S Daijuyama--17-,12-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2003.09,15-1-O Kotokaze--61-,4-0-S Tagaryu--30-,12-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,20-1-O Takanohana--14-Futagoyama,12-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,21-1-O Masuiyama II--47-,16-1-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,10-0-S Kongo--60-,14-0-S Fujizakura--55-,10-0-S Daijuyama--17-,12-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2003.11,14-1-O Kotokaze--61-,4-0-S Tagaryu--30-,13-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,19-1-O Takanohana--14-Futagoyama,12-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,21-1-O Masuiyama II--47-,14-1-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,9-0-S Kongo--60-,14-0-S Fujizakura--55-,10-0-S Daijuyama--17-,11-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2004.01,16-1-O Kotokaze--61-,4-0-S Tagaryu--30-,13-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,14-0-S Sakahoko--27-,19-2-O Takanohana--14-Futagoyama,13-1-M1 Kasugafuji--32-,12-1-O Daiju--4-,14-1-O Masuiyama II--47-,13-2-Y Wakanohana II--43-,16-0-O Kaiketsu--18-,9-0-S Kongo--60-,14-1-S Fujizakura--55-,10-0-S Daijuyama--17-,11-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,8-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2004.03,16-1-O Kotokaze--61-,5-0-S Tagaryu--30-,16-2-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,12-0-S Sakahoko--27-,21-1-Y Takanohana-HT-108-,14-1-M1 Kasugafuji--32-,13-1-O Daiju--4-,14-1-O Masuiyama II--47-,16-1-Y Wakanohana II--43-,17-0-O Kaiketsu--18-,10-0-S Kongo--60-,15-2-S Fujizakura--55-,11-0-S Daijuyama--17-,11-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2004.05,16-1-O Kotokaze--61-,5-0-S Tagaryu--30-,16-2-S Takamiyama--6-,8-0-M2 Misugiiso--50-,,12-0-S Sakahoko--27-,19-1-Y Takanohana--108-,14-1-M1 Kasugafuji--32-,13-0-O Daiju--4-,15-0-O Masuiyama II--47-,16-1-Y Wakanohana II--43-,17-0-O Kaiketsu--18-,10-0-S Kongo--60-,15-1-S Fujizakura--55-,11-0-S Daijuyama--17-,12-2-O Asahikuni--67-,6-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,5-0-K Futagodake--2-
2004.07,16-1-O Kotokaze--61-,5-0-S Tagaryu--30-,16-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,18-0-Y Takanohana--108-,14-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,14-0-O Masuiyama II--47-,14-1-Y Wakanohana II--43-,17-0-O Kaiketsu--18-,10-0-S Kongo--60-,15-2-S Fujizakura--55-,11-0-S Daijuyama--17-,12-2-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2004.09,15-1-O Kotokaze--61-,5-0-S Tagaryu--30-,16-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,18-0-Y Takanohana--108-,13-1-M1 Kasugafuji--32-,13-0-O Daiju--4-,14-0-O Masuiyama II--47-,14-1-Y Wakanohana II--43-,17-0-O Kaiketsu--18-,9-0-S Kongo--60-,15-1-S Fujizakura--55-,11-0-S Daijuyama--17-,12-2-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2004.11,15-1-O Kotokaze--61-,5-0-S Tagaryu--30-,16-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,16-0-Y Takanohana--108-,13-1-M1 Kasugafuji--32-,12-0-O Daiju--4-,14-0-O Masuiyama II--47-,12-1-Y Wakanohana II--43-,17-1-O Kaiketsu--18-,8-0-S Kongo--60-,15-0-S Fujizakura--55-,11-0-S Daijuyama--17-,12-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,9-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2005.01,14-2-O Kotokaze--61-,4-0-S Tagaryu--30-,16-1-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,11-0-S Sakahoko--27-,15-0-Y Takanohana--108-,14-1-M1 Kasugafuji--32-,12-1-O Daiju--4-,14-0-O Masuiyama II--47-,13-1-Y Wakanohana II--43-,17-1-O Kaiketsu--18-,8-0-S Kongo--60-,15-1-S Fujizakura--55-,12-0-S Daijuyama--17-,13-2-O Asahikuni--67-,4-0-M1 Kushimaumi--82-,7-0-S Koboyama--86-,8-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2005.03,15-2-O Kotokaze--61-,4-0-S Tagaryu--30-,18-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,10-0-S Sakahoko--27-,15-0-Y Takanohana--108-,16-1-M1 Kasugafuji--32-,13-1-O Daiju--4-,14-0-O Masuiyama II--47-,16-1-Y Wakanohana II--43-,18-1-O Kaiketsu--18-,10-0-S Kongo--60-,19-0-S Fujizakura--55-,13-0-S Daijuyama--17-,14-2-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,6-0-S Koboyama--86-,8-0-K Kurosegawa--36-,4-0-K Futagodake--2-
2005.05,20-3-O Kotokaze--61-,4-0-S Tagaryu--30-,18-1-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-0-S Sakahoko--27-,14-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,13-1-O Daiju--4-,14-0-O Masuiyama II--47-,16-1-Y Wakanohana II--43-,18-1-O Kaiketsu--18-,10-0-S Kongo--60-,19-1-S Fujizakura--55-,12-0-S Daijuyama--17-,14-2-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2005.07,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,18-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-0-S Sakahoko--27-,13-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,13-1-O Daiju--4-,14-0-O Masuiyama II--47-,16-0-Y Wakanohana II--43-,18-1-O Kaiketsu--18-,10-0-S Kongo--60-,19-1-S Fujizakura--55-,12-0-S Daijuyama--17-,13-3-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2005.09,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,18-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-0-S Sakahoko--27-,12-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,12-1-O Daiju--4-,14-2-O Masuiyama II--47-,16-0-Y Wakanohana II--43-,17-1-O Kaiketsu--18-,9-0-S Kongo--60-,19-0-S Fujizakura--55-,12-0-S Daijuyama--17-,13-3-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2005.11,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,12-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,12-1-O Daiju--4-,14-2-O Masuiyama II--47-,16-0-Y Wakanohana II--43-,16-1-O Kaiketsu--18-,8-0-S Kongo--60-,19-0-S Fujizakura--55-,12-0-S Daijuyama--17-,13-3-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2006.01,19-4-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-0-S Sakahoko--27-,12-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,12-1-O Daiju--4-,14-1-O Masuiyama II--47-,15-0-Y Wakanohana II--43-,16-1-O Kaiketsu--18-,8-0-S Kongo--60-,19-1-S Fujizakura--55-,12-0-S Daijuyama--17-,13-3-O Asahikuni--67-,5-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2006.03,20-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,12-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,16-2-O Masuiyama II--47-,14-0-Y Wakanohana II--43-,17-1-O Kaiketsu--18-,7-0-S Kongo--60-,20-1-S Fujizakura--55-,13-0-S Daijuyama--17-,12-3-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2006.05,20-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,12-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,15-2-O Masuiyama II--47-,14-0-Y Wakanohana II--43-,17-1-O Kaiketsu--18-,7-0-S Kongo--60-,18-1-S Fujizakura--55-,13-0-S Daijuyama--17-,12-3-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2006.07,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,11-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,15-2-O Masuiyama II--47-,14-0-Y Wakanohana II--43-,16-1-O Kaiketsu--18-,7-0-S Kongo--60-,18-0-S Fujizakura--55-,11-0-S Daijuyama--17-,12-3-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2006.09,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,11-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,9-0-O Masuiyama II--47-,12-0-Y Wakanohana II--43-,15-1-O Kaiketsu--18-,6-0-S Kongo--60-,16-1-S Fujizakura--55-,11-0-S Daijuyama--17-,12-3-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2006.11,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,8-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,9-0-O Masuiyama II--47-,11-0-Y Wakanohana II--43-,15-1-O Kaiketsu--18-,4-0-S Kongo--60-,17-1-S Fujizakura--55-,11-0-S Daijuyama--17-,12-3-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,4-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2007.01,19-3-O Kotokaze--61-,4-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,7-0-Y Takanohana--108-,15-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,10-0-O Masuiyama II--47-,10-1-Y Wakanohana II--43-,15-1-O Kaiketsu--18-,4-0-S Kongo--60-,17-1-S Fujizakura--55-,11-1-S Daijuyama--17-,11-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,4-0-S Koboyama--86-,7-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2007.03,20-2-O Kotokaze--61-,4-0-S Tagaryu--30-,19-3-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,7-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,10-0-O Masuiyama II--47-,12-0-Y Wakanohana II--43-,16-1-O Kaiketsu--18-,6-0-S Kongo--60-,20-0-S Fujizakura--55-,12-1-S Daijuyama--17-,12-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,9-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2007.05,20-2-O Kotokaze--61-,3-0-S Tagaryu--30-,18-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,7-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,10-0-O Masuiyama II--47-,12-1-Y Wakanohana II--43-,16-1-O Kaiketsu--18-,6-0-S Kongo--60-,19-0-S Fujizakura--55-,12-1-S Daijuyama--17-,13-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2007.07,18-3-O Kotokaze--61-,3-0-S Tagaryu--30-,18-3-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,7-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,10-0-O Masuiyama II--47-,12-1-Y Wakanohana II--43-,15-1-O Kaiketsu--18-,6-0-S Kongo--60-,18-0-S Fujizakura--55-,11-1-S Daijuyama--17-,12-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2007.09,18-3-O Kotokaze--61-,3-0-S Tagaryu--30-,17-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,7-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,11-1-O Daiju--4-,10-0-O Masuiyama II--47-,12-1-Y Wakanohana II--43-,14-1-O Kaiketsu--18-,6-0-S Kongo--60-,16-0-S Fujizakura--55-,11-1-S Daijuyama--17-,12-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2007.11,16-3-O Kotokaze--61-,3-0-S Tagaryu--30-,16-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,7-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,10-0-O Masuiyama II--47-,12-1-Y Wakanohana II--43-,14-1-O Kaiketsu--18-,5-0-S Kongo--60-,14-0-S Fujizakura--55-,11-1-S Daijuyama--17-,10-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2008.01,16-3-O Kotokaze--61-,3-0-S Tagaryu--30-,15-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,7-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,10-0-O Masuiyama II--47-,10-1-Y Wakanohana II--43-,14-1-O Kaiketsu--18-,5-0-S Kongo--60-,12-0-S Fujizakura--55-,10-1-S Daijuyama--17-,11-1-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,5-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2008.03,16-3-O Kotokaze--61-,3-0-S Tagaryu--30-,15-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,10-1-S Sakahoko--27-,8-0-Y Takanohana--108-,22-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,10-0-O Masuiyama II--47-,9-1-Y Wakanohana II--43-,13-1-O Kaiketsu--18-,5-0-S Kongo--60-,16-0-S Fujizakura--55-,10-1-S Daijuyama--17-,11-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,4-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2008.05,16-3-O Kotokaze--61-,3-0-S Tagaryu--30-,15-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,8-0-Y Takanohana--108-,22-1-M1 Kasugafuji--32-,11-0-O Daiju--4-,10-0-O Masuiyama II--47-,8-1-Y Wakanohana II--43-,11-0-O Kaiketsu--18-,5-0-S Kongo--60-,15-0-S Fujizakura--55-,10-1-S Daijuyama--17-,11-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,4-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2008.07,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,15-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,9-0-Y Takanohana--108-,20-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,8-1-Y Wakanohana II--43-,10-0-O Kaiketsu--18-,5-0-S Kongo--60-,13-0-S Fujizakura--55-,10-1-S Daijuyama--17-,11-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,3-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake--2-
2008.09,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,15-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,9-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,7-1-Y Wakanohana II--43-,11-0-O Kaiketsu--18-,5-0-S Kongo--60-,13-0-S Fujizakura--55-,10-1-S Daijuyama--17-,11-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,3-0-S Koboyama--86-,8-0-K Kurosegawa--36-,3-0-K Futagodake-HS-2-
2008.11,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,13-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,9-1-S Sakahoko--27-,9-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,7-1-Y Wakanohana II--43-,11-0-O Kaiketsu--18-,5-0-S Kongo--60-,11-0-S Fujizakura--55-,11-1-S Daijuyama--17-,11-2-O Asahikuni--67-,8-0-M1 Kushimaumi--82-,3-0-S Koboyama--86-,8-0-K Kurosegawa--36-,
2009.01,18-3-O Kotokaze--61-,2-0-S Tagaryu--30-,13-2-S Takamiyama--6-,7-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,10-0-Y Takanohana--108-,19-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,7-1-Y Wakanohana II--43-,11-0-O Kaiketsu--18-,5-0-S Kongo--60-,10-0-S Fujizakura--55-,11-1-S Daijuyama--17-,11-2-O Asahikuni--67-,7-0-M1 Kushimaumi--82-,3-0-S Koboyama--86-,8-0-K Kurosegawa--36-,
2009.03,17-2-O Kotokaze--61-,2-0-S Tagaryu--30-,13-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,11-0-Y Takanohana--108-,20-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,6-1-Y Wakanohana II--43-,11-0-O Kaiketsu--18-,5-0-S Kongo--60-,10-0-S Fujizakura--55-,11-1-S Daijuyama--17-,10-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,8-0-K Kurosegawa--36-,
2009.05,16-2-O Kotokaze--61-,2-0-S Tagaryu--30-,13-2-S Takamiyama--6-,6-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,12-0-Y Takanohana--108-,20-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,6-1-Y Wakanohana II--43-,10-0-O Kaiketsu--18-,5-0-S Kongo--60-,10-0-S Fujizakura--55-,11-1-S Daijuyama--17-,10-2-O Asahikuni--67-,11-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,7-0-K Kurosegawa--36-,
2009.07,15-2-O Kotokaze--61-,2-0-S Tagaryu--30-,11-1-M10 Ushiomaru-HT-6-,6-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,12-0-Y Takanohana--108-,20-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,10-0-O Kaiketsu--18-,5-0-S Kongo--60-,10-0-S Fujizakura--55-,10-1-S Daijuyama--17-,10-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,7-1-K Kurosegawa--36-,
2009.09,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,11-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,12-0-Y Takanohana--108-,20-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,10-0-O Kaiketsu--18-,5-0-S Kongo--60-,10-0-S Fujizakura--55-,10-1-S Daijuyama--17-,10-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,7-1-K Kurosegawa--36-,
2009.11,15-3-O Kotokaze--61-,2-0-S Tagaryu--30-,11-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,10-0-Y Takanohana--108-,20-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,10-0-O Kaiketsu--18-,5-0-S Kongo--60-,9-0-S Fujizakura--55-,11-1-S Daijuyama--17-,9-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,1-0-S Koboyama--86-,6-1-K Kurosegawa--36-,
2010.01,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,11-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,11-0-Y Takanohana--108-,21-1-M1 Kasugafuji--32-,10-0-O Daiju--4-,9-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,10-0-O Kaiketsu--18-,5-0-S Kongo--60-,9-0-S Fujizakura--55-,11-1-S Daijuyama--17-,9-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,1-0-S Koboyama--86-,6-1-K Kurosegawa--36-,
2010.03,14-2-O Kotokaze--61-,2-0-S Tagaryu--30-,10-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,11-0-Y Takanohana--108-,21-1-M1 Kasugafuji--32-,9-0-O Daiju--4-,9-1-O Masuiyama II--47-,6-1-Y Wakanohana II--43-,9-0-O Kaiketsu--18-,5-0-S Kongo--60-,12-0-S Fujizakura--55-,13-1-S Daijuyama--17-,9-2-O Asahikuni--67-,10-0-M1 Kushimaumi--82-,1-0-S Koboyama--86-,6-1-K Kurosegawa--36-,
2010.05,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,11-0-Y Takanohana--108-,22-1-M1 Kasugafuji--32-,8-0-O Daiju--4-,10-1-O Masuiyama II--47-,6-1-Y Wakanohana II--43-,9-0-O Kaiketsu--18-,5-0-S Kongo--60-,12-0-S Fujizakura--55-,14-1-S Daijuyama--17-,9-2-O Asahikuni--67-,10-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,6-1-K Kurosegawa--36-,
2010.07,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,9-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,11-0-Y Takanohana--108-,22-1-M1 Kasugafuji--32-,8-0-O Daiju--4-,10-1-O Masuiyama II--47-,6-1-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,5-0-S Kongo--60-,11-0-S Fujizakura--55-,13-1-S Daijuyama--17-,9-2-O Asahikuni--67-,10-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,6-1-K Kurosegawa--36-,
2010.09,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,8-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,11-0-Y Takanohana--108-,21-1-M1 Kasugafuji--32-,8-0-O Daiju--4-,10-1-O Masuiyama II--47-,6-1-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,5-0-S Kongo--60-,11-0-S Fujizakura--55-,13-1-S Daijuyama--17-,9-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,1-0-S Koboyama--86-,6-1-K Kurosegawa--36-,
2010.11,15-3-O Kotokaze--61-,2-0-S Tagaryu--30-,8-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,11-0-Y Takanohana--108-,23-1-M1 Kasugafuji--32-,8-0-O Daiju--4-,10-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,4-0-S Kongo--60-,9-0-S Fujizakura--55-,13-1-S Daijuyama--17-,9-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,1-0-S Koboyama--86-,5-1-K Kurosegawa--36-,
2011.01,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,8-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,10-0-Y Takanohana--108-,21-1-M1 Kasugafuji--32-,8-0-O Daiju--4-,11-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,4-0-S Kongo--60-,9-0-S Fujizakura--55-,13-1-S Daijuyama--17-,9-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,2-0-S Koboyama--86-,5-1-K Kurosegawa-HS-36-,
2011.05,13-2-O Kotokaze--61-,2-0-S Tagaryu--30-,9-1-M10 Ushiomaru--6-,5-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,13-0-Y Takanohana--108-,21-1-M1 Kasugafuji--32-,12-1-O Daiju--4-,10-1-O Masuiyama II--47-,5-1-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,4-0-S Kongo--60-,8-0-S Fujizakura--55-,14-1-S Daijuyama--17-,8-2-O Asahikuni--67-,9-0-M1 Kushimaumi--82-,1-0-S Koboyama--86-,,
